Equipment ID;Date of Inspection;Pos;Component/Function;Inspection Type;Fieldworker Name;Notes
HCK_EQ002;01/30/2025;J;Water quality devices;O;Diana;Water quality within acceptable range
HCK_EQ002;01/30/2025;K;Safety system;O;Diana;No issues found during inspection
HCK_EQ002;01/30/2025;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Charlie;Calibration performed successfully
HCK_EQ002;01/30/2025;M;Steam pressure and temperature regulators;O;Charlie;No issues found during inspection
HCK_EQ002;01/30/2025;N;Feedwater system;O;Charlie;Feedwater pump maintenance completed
HCK_EQ002;01/30/2025;P;Combustion system;O;Alice;Feedwater pump maintenance completed
HCK_EQ003;01/30/2025;A;Safety devices against overpressure (safety valves);O;Alice;Minor corrosion detected on lower flange
HCK_EQ003;01/30/2025;D;Valves;O;Bob;Routine check with no anomalies
HCK_EQ003;01/30/2025;E;Feedwater regulation;O;Alice;Minor corrosion detected on lower flange
HCK_EQ003;01/30/2025;F;Low-level limiter;O;Diana;Pressure valve replaced
HCK_EQ003;01/30/2025;G;Steam pressure and temperature;O;Charlie;Minor corrosion detected on lower flange
HCK_EQ003;01/30/2025;H;Pressure limiter;O;Charlie;Temperature sensor replaced
HCK_EQ003;01/30/2025;I;Temperature limiter;O;Charlie;Leak detected and sealed
HCK_EQ003;01/30/2025;J;Water quality devices;O;Diana;Minor corrosion detected on lower flange
HCK_EQ003;01/30/2025;K;Safety system;O;Alice;Pressure valve replaced
HCK_EQ003;01/30/2025;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Charlie;Feedwater pump maintenance completed
HCK_EQ003;01/30/2025;M;Steam pressure and temperature regulators;O;Diana;Calibration performed successfully
HCK_EQ003;01/30/2025;N;Feedwater system;O;Alice;No issues found during inspection
HCK_EQ003;01/30/2025;P;Combustion system;O;Bob;Water quality within acceptable range
HCK_EQ004;01/31/2025;A;Safety devices against overpressure (safety valves);O;Diana;Minor corrosion detected on lower flange
HCK_EQ004;01/31/2025;D;Valves;O;Charlie;Minor corrosion detected on lower flange
HCK_EQ004;01/31/2025;E;Feedwater regulation;O;Charlie;Routine check with no anomalies
HCK_EQ004;01/31/2025;F;Low-level limiter;O;Alice;Temperature sensor replaced
HCK_EQ004;01/31/2025;G;Steam pressure and temperature;O;Alice;No issues found during inspection
HCK_EQ004;01/31/2025;H;Pressure limiter;O;Diana;Leak detected and sealed
HCK_EQ004;01/31/2025;I;Temperature limiter;O;Charlie;Leak detected and sealed
HCK_EQ004;01/31/2025;J;Water quality devices;O;Diana;Calibration performed successfully
HCK_EQ004;01/31/2025;K;Safety system;O;Charlie;No issues found during inspection
HCK_EQ004;01/31/2025;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Bob;Safety valve adjusted
HCK_EQ004;01/31/2025;M;Steam pressure and temperature regulators;O;Diana;Feedwater pump maintenance completed
HCK_EQ004;01/31/2025;N;Feedwater system;O;Bob;Temperature sensor replaced
HCK_EQ004;01/31/2025;P;Combustion system;O;Charlie;Routine check with no anomalies
HCK_EQ001;02/01/2025;A;Safety devices against overpressure (safety valves);O;Charlie;Minor corrosion detected on lower flange
HCK_EQ001;02/01/2025;D;Valves;O;Diana;Leak detected and sealed
HCK_EQ001;02/01/2025;E;Feedwater regulation;O;Bob;No issues found during inspection
HCK_EQ001;02/01/2025;F;Low-level limiter;O;Alice;Safety valve adjusted
HCK_EQ001;02/01/2025;G;Steam pressure and temperature;O;Bob;Safety valve adjusted
HCK_EQ001;02/01/2025;H;Pressure limiter;O;Charlie;Water quality within acceptable range
HCK_EQ001;02/01/2025;I;Temperature limiter;O;Alice;Pressure valve replaced
HCK_EQ001;02/01/2025;J;Water quality devices;O;Charlie;Leak detected and sealed
HCK_EQ001;02/01/2025;K;Safety system;O;Diana;Routine check with no anomalies
HCK_EQ001;02/01/2025;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Alice;Temperature sensor replaced
HCK_EQ001;02/01/2025;M;Steam pressure and temperature regulators;O;Charlie;No issues found during inspection
HCK_EQ001;02/01/2025;N;Feedwater system;O;Bob;No issues found during inspection
HCK_EQ001;02/01/2025;P;Combustion system;O;Bob;Safety valve adjusted
HCK_EQ002;02/02/2025;A;Safety devices against overpressure (safety valves);O;Bob;Minor corrosion detected on lower flange
HCK_EQ002;02/02/2025;D;Valves;O;Bob;No issues found during inspection
HCK_EQ002;02/02/2025;E;Feedwater regulation;O;Charlie;Feedwater pump maintenance completed
HCK_EQ002;02/02/2025;F;Low-level limiter;O;Charlie;Calibration performed successfully
HCK_EQ002;02/02/2025;G;Steam pressure and temperature;O;Charlie;Routine check with no anomalies
HCK_EQ002;02/02/2025;H;Pressure limiter;O;Alice;Pressure valve replaced
HCK_EQ002;02/02/2025;I;Temperature limiter;O;Charlie;No issues found during inspection
HCK_EQ002;02/02/2025;J;Water quality devices;O;Charlie;Safety valve adjusted
HCK_EQ002;02/02/2025;K;Safety system;O;Bob;Temperature sensor replaced
HCK_EQ002;02/02/2025;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Bob;Safety valve adjusted
HCK_EQ002;02/02/2025;M;Steam pressure and temperature regulators;O;Charlie;Safety valve adjusted
HCK_EQ002;02/02/2025;N;Feedwater system;O;Charlie;Calibration performed successfully
HCK_EQ002;02/02/2025;P;Combustion system;O;Alice;Feedwater pump maintenance completed
HCK_EQ003;02/02/2025;A;Safety devices against overpressure (safety valves);O;Charlie;Temperature sensor replaced
HCK_EQ003;02/02/2025;D;Valves;O;Charlie;Calibration performed successfully
HCK_EQ003;02/02/2025;E;Feedwater regulation;O;Alice;No issues found during inspection
HCK_EQ003;02/02/2025;F;Low-level limiter;O;Alice;Pressure valve replaced
HCK_EQ003;02/02/2025;G;Steam pressure and temperature;O;Diana;Calibration performed successfully
HCK_EQ003;02/02/2025;H;Pressure limiter;O;Charlie;Temperature sensor replaced
HCK_EQ003;02/02/2025;I;Temperature limiter;O;Bob;Safety valve adjusted
HCK_EQ003;02/02/2025;J;Water quality devices;O;Charlie;No issues found during inspection
HCK_EQ003;02/02/2025;K;Safety system;O;Bob;Minor corrosion detected on lower flange
HCK_EQ003;02/02/2025;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Bob;Feedwater pump maintenance completed
HCK_EQ003;02/02/2025;M;Steam pressure and temperature regulators;O;Bob;Temperature sensor replaced
HCK_EQ003;02/02/2025;N;Feedwater system;O;Charlie;Safety valve adjusted
HCK_EQ003;02/02/2025;P;Combustion system;O;Bob;Feedwater pump maintenance completed
HCK_EQ004;02/03/2025;A;Safety devices against overpressure (safety valves);O;Diana;Calibration performed successfully
HCK_EQ004;02/03/2025;D;Valves;O;Charlie;Temperature sensor replaced
HCK_EQ004;02/03/2025;E;Feedwater regulation;O;Bob;Temperature sensor replaced
HCK_EQ004;02/03/2025;F;Low-level limiter;O;Alice;Leak detected and sealed
HCK_EQ004;02/03/2025;G;Steam pressure and temperature;O;Bob;Pressure valve replaced
HCK_EQ004;02/03/2025;H;Pressure limiter;O;Charlie;Water quality within acceptable range
HCK_EQ004;02/03/2025;I;Temperature limiter;O;Alice;Safety valve adjusted
HCK_EQ004;02/03/2025;J;Water quality devices;O;Diana;Safety valve adjusted
HCK_EQ004;02/03/2025;K;Safety system;O;Bob;Leak detected and sealed
HCK_EQ004;02/03/2025;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Charlie;No issues found during inspection
HCK_EQ004;02/03/2025;M;Steam pressure and temperature regulators;O;Bob;Minor corrosion detected on lower flange
HCK_EQ004;02/03/2025;N;Feedwater system;O;Charlie;Leak detected and sealed
HCK_EQ004;02/03/2025;P;Combustion system;O;Diana;Feedwater pump maintenance completed
HCK_EQ001;02/04/2025;A;Safety devices against overpressure (safety valves);O;Alice;Temperature sensor replaced
HCK_EQ001;02/04/2025;D;Valves;O;Bob;Temperature sensor replaced
HCK_EQ001;02/04/2025;E;Feedwater regulation;O;Diana;Routine check with no anomalies
HCK_EQ001;02/04/2025;F;Low-level limiter;O;Bob;Routine check with no anomalies
HCK_EQ001;02/04/2025;G;Steam pressure and temperature;O;Diana;Temperature sensor replaced
HCK_EQ001;02/04/2025;H;Pressure limiter;O;Bob;Temperature sensor replaced
HCK_EQ001;02/04/2025;I;Temperature limiter;O;Charlie;Safety valve adjusted
HCK_EQ001;02/04/2025;J;Water quality devices;O;Charlie;Safety valve adjusted
HCK_EQ001;02/04/2025;K;Safety system;O;Diana;Temperature sensor replaced
HCK_EQ001;02/04/2025;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Bob;Calibration performed successfully
HCK_EQ001;02/04/2025;M;Steam pressure and temperature regulators;O;Diana;Temperature sensor replaced
HCK_EQ001;02/04/2025;N;Feedwater system;O;Bob;Safety valve adjusted
HCK_EQ001;02/04/2025;P;Combustion system;O;Bob;Leak detected and sealed
HCK_EQ002;02/05/2025;A;Safety devices against overpressure (safety valves);O;Bob;Safety valve adjusted
HCK_EQ002;02/05/2025;D;Valves;O;Diana;Minor corrosion detected on lower flange
HCK_EQ002;02/05/2025;E;Feedwater regulation;O;Diana;Water quality within acceptable range
HCK_EQ002;02/05/2025;F;Low-level limiter;O;Diana;Routine check with no anomalies
HCK_EQ002;02/05/2025;G;Steam pressure and temperature;O;Alice;Safety valve adjusted
HCK_EQ002;02/05/2025;H;Pressure limiter;O;Diana;Temperature sensor replaced
HCK_EQ002;02/05/2025;I;Temperature limiter;O;Diana;Routine check with no anomalies
HCK_EQ002;02/05/2025;J;Water quality devices;O;Charlie;Minor corrosion detected on lower flange
HCK_EQ002;02/05/2025;K;Safety system;O;Alice;Calibration performed successfully
HCK_EQ002;02/05/2025;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Alice;Calibration performed successfully
HCK_EQ002;02/05/2025;M;Steam pressure and temperature regulators;O;Charlie;Water quality within acceptable range
HCK_EQ002;02/05/2025;N;Feedwater system;O;Diana;Water quality within acceptable range
HCK_EQ002;02/05/2025;P;Combustion system;O;Charlie;Routine check with no anomalies
HCK_EQ003;02/05/2025;A;Safety devices against overpressure (safety valves);O;Diana;No issues found during inspection
HCK_EQ003;02/05/2025;D;Valves;O;Diana;Safety valve adjusted
HCK_EQ003;02/05/2025;E;Feedwater regulation;O;Alice;Temperature sensor replaced
HCK_EQ003;02/05/2025;F;Low-level limiter;O;Bob;Temperature sensor replaced
HCK_EQ003;02/05/2025;G;Steam pressure and temperature;O;Bob;Minor corrosion detected on lower flange
HCK_EQ003;02/05/2025;H;Pressure limiter;O;Alice;No issues found during inspection
HCK_EQ003;02/05/2025;I;Temperature limiter;O;Bob;Safety valve adjusted
HCK_EQ003;02/05/2025;J;Water quality devices;O;Alice;Minor corrosion detected on lower flange
HCK_EQ003;02/05/2025;K;Safety system;O;Diana;Safety valve adjusted
HCK_EQ003;02/05/2025;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Charlie;Pressure valve replaced
HCK_EQ003;02/05/2025;M;Steam pressure and temperature regulators;O;Diana;Safety valve adjusted
HCK_EQ003;02/05/2025;N;Feedwater system;O;Alice;Feedwater pump maintenance completed
HCK_EQ003;02/05/2025;P;Combustion system;O;Alice;No issues found during inspection
HCK_EQ004;02/06/2025;A;Safety devices against overpressure (safety valves);O;Bob;Leak detected and sealed
HCK_EQ004;02/06/2025;D;Valves;O;Alice;Feedwater pump maintenance completed
HCK_EQ004;02/06/2025;E;Feedwater regulation;O;Charlie;Water quality within acceptable range
HCK_EQ004;02/06/2025;F;Low-level limiter;O;Charlie;Safety valve adjusted
HCK_EQ004;02/06/2025;G;Steam pressure and temperature;O;Charlie;No issues found during inspection
HCK_EQ004;02/06/2025;H;Pressure limiter;O;Charlie;Calibration performed successfully
HCK_EQ004;02/06/2025;I;Temperature limiter;O;Charlie;Minor corrosion detected on lower flange
HCK_EQ004;02/06/2025;J;Water quality devices;O;Bob;Leak detected and sealed
HCK_EQ004;02/06/2025;K;Safety system;O;Charlie;Safety valve adjusted
HCK_EQ004;02/06/2025;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Bob;Pressure valve replaced
HCK_EQ004;02/06/2025;M;Steam pressure and temperature regulators;O;Charlie;No issues found during inspection
HCK_EQ004;02/06/2025;N;Feedwater system;O;Bob;Water quality within acceptable range
HCK_EQ004;02/06/2025;P;Combustion system;O;Bob;Leak detected and sealed
HCK_EQ001;02/07/2025;A;Safety devices against overpressure (safety valves);O;Diana;Minor corrosion detected on lower flange
HCK_EQ001;02/07/2025;D;Valves;O;Diana;Pressure valve replaced
HCK_EQ001;02/07/2025;E;Feedwater regulation;O;Charlie;Routine check with no anomalies
HCK_EQ001;02/07/2025;F;Low-level limiter;O;Charlie;Minor corrosion detected on lower flange
HCK_EQ001;02/07/2025;G;Steam pressure and temperature;O;Diana;Minor corrosion detected on lower flange
HCK_EQ001;02/07/2025;H;Pressure limiter;O;Charlie;Feedwater pump maintenance completed
HCK_EQ001;02/07/2025;I;Temperature limiter;O;Alice;Leak detected and sealed
HCK_EQ001;02/07/2025;J;Water quality devices;O;Bob;Calibration performed successfully
HCK_EQ001;02/07/2025;K;Safety system;O;Diana;Water quality within acceptable range
HCK_EQ001;02/07/2025;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Alice;Feedwater pump maintenance completed
HCK_EQ001;02/07/2025;M;Steam pressure and temperature regulators;O;Bob;Routine check with no anomalies
HCK_EQ001;02/07/2025;N;Feedwater system;O;Bob;Calibration performed successfully
HCK_EQ001;02/07/2025;P;Combustion system;O;Charlie;Calibration performed successfully
HCK_EQ002;02/08/2025;A;Safety devices against overpressure (safety valves);O;Diana;Pressure valve replaced
HCK_EQ002;02/08/2025;D;Valves;O;Alice;Leak detected and sealed
HCK_EQ002;02/08/2025;E;Feedwater regulation;O;Charlie;Routine check with no anomalies
HCK_EQ002;02/08/2025;F;Low-level limiter;O;Charlie;Water quality within acceptable range
HCK_EQ002;02/08/2025;G;Steam pressure and temperature;O;Diana;Water quality within acceptable range
HCK_EQ002;02/08/2025;H;Pressure limiter;O;Alice;Feedwater pump maintenance completed
HCK_EQ002;02/08/2025;I;Temperature limiter;O;Diana;Routine check with no anomalies
HCK_EQ002;02/08/2025;J;Water quality devices;O;Bob;Leak detected and sealed
HCK_EQ002;02/08/2025;K;Safety system;O;Bob;No issues found during inspection
HCK_EQ002;02/08/2025;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Alice;Feedwater pump maintenance completed
HCK_EQ002;02/08/2025;M;Steam pressure and temperature regulators;O;Charlie;No issues found during inspection
HCK_EQ002;02/08/2025;N;Feedwater system;O;Diana;Safety valve adjusted
HCK_EQ002;02/08/2025;P;Combustion system;O;Diana;Leak detected and sealed
HCK_EQ003;02/08/2025;A;Safety devices against overpressure (safety valves);O;Alice;Routine check with no anomalies
HCK_EQ003;02/08/2025;D;Valves;O;Alice;Leak detected and sealed
HCK_EQ003;02/08/2025;E;Feedwater regulation;O;Bob;Calibration performed successfully
HCK_EQ003;02/08/2025;F;Low-level limiter;O;Bob;Leak detected and sealed
HCK_EQ003;02/08/2025;G;Steam pressure and temperature;O;Alice;Routine check with no anomalies
HCK_EQ003;02/08/2025;H;Pressure limiter;O;Charlie;Routine check with no anomalies
HCK_EQ003;02/08/2025;I;Temperature limiter;O;Alice;Feedwater pump maintenance completed
HCK_EQ003;02/08/2025;J;Water quality devices;O;Alice;Pressure valve replaced
HCK_EQ003;02/08/2025;K;Safety system;O;Diana;Temperature sensor replaced
HCK_EQ003;02/08/2025;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Diana;Minor corrosion detected on lower flange
HCK_EQ003;02/08/2025;M;Steam pressure and temperature regulators;O;Bob;Leak detected and sealed
HCK_EQ003;02/08/2025;N;Feedwater system;O;Bob;Calibration performed successfully
HCK_EQ003;02/08/2025;P;Combustion system;O;Alice;Leak detected and sealed
HCK_EQ004;02/09/2025;A;Safety devices against overpressure (safety valves);O;Diana;Routine check with no anomalies
HCK_EQ004;02/09/2025;D;Valves;O;Charlie;Feedwater pump maintenance completed
HCK_EQ004;02/09/2025;E;Feedwater regulation;O;Diana;Minor corrosion detected on lower flange
HCK_EQ004;02/09/2025;F;Low-level limiter;O;Diana;No issues found during inspection
HCK_EQ004;02/09/2025;G;Steam pressure and temperature;O;Alice;Safety valve adjusted
HCK_EQ004;02/09/2025;H;Pressure limiter;O;Bob;Pressure valve replaced
HCK_EQ004;02/09/2025;I;Temperature limiter;O;Charlie;Calibration performed successfully
HCK_EQ004;02/09/2025;J;Water quality devices;O;Charlie;Leak detected and sealed
HCK_EQ004;02/09/2025;K;Safety system;O;Bob;Pressure valve replaced
HCK_EQ004;02/09/2025;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Bob;Leak detected and sealed
HCK_EQ004;02/09/2025;M;Steam pressure and temperature regulators;O;Bob;Leak detected and sealed
HCK_EQ004;02/09/2025;N;Feedwater system;O;Bob;No issues found during inspection
HCK_EQ004;02/09/2025;P;Combustion system;O;Bob;Leak detected and sealed
HCK_EQ001;02/10/2025;A;Safety devices against overpressure (safety valves);O;Bob;Minor corrosion detected on lower flange
HCK_EQ001;02/10/2025;D;Valves;O;Alice;Water quality within acceptable range
HCK_EQ001;02/10/2025;E;Feedwater regulation;O;Diana;Minor corrosion detected on lower flange
HCK_EQ001;02/10/2025;F;Low-level limiter;O;Charlie;No issues found during inspection
HCK_EQ001;02/10/2025;G;Steam pressure and temperature;O;Diana;Water quality within acceptable range
HCK_EQ001;02/10/2025;H;Pressure limiter;O;Bob;Calibration performed successfully
HCK_EQ001;02/10/2025;I;Temperature limiter;O;Diana;Leak detected and sealed
HCK_EQ001;02/10/2025;J;Water quality devices;O;Charlie;Calibration performed successfully
HCK_EQ001;02/10/2025;K;Safety system;O;Alice;Minor corrosion detected on lower flange
HCK_EQ001;02/10/2025;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Bob;Feedwater pump maintenance completed
HCK_EQ001;02/10/2025;M;Steam pressure and temperature regulators;O;Charlie;Pressure valve replaced
HCK_EQ001;02/10/2025;N;Feedwater system;O;Charlie;Temperature sensor replaced
HCK_EQ001;02/10/2025;P;Combustion system;O;Charlie;Minor corrosion detected on lower flange
HCK_EQ002;02/11/2025;A;Safety devices against overpressure (safety valves);O;Diana;Feedwater pump maintenance completed
HCK_EQ002;02/11/2025;D;Valves;O;Alice;Calibration performed successfully
HCK_EQ002;02/11/2025;E;Feedwater regulation;O;Alice;Routine check with no anomalies
HCK_EQ002;02/11/2025;F;Low-level limiter;O;Charlie;Routine check with no anomalies
HCK_EQ002;02/11/2025;G;Steam pressure and temperature;O;Alice;Temperature sensor replaced
HCK_EQ002;02/11/2025;H;Pressure limiter;O;Diana;Calibration performed successfully
HCK_EQ002;02/11/2025;I;Temperature limiter;O;Charlie;Leak detected and sealed
HCK_EQ002;02/11/2025;J;Water quality devices;O;Diana;No issues found during inspection
HCK_EQ002;02/11/2025;K;Safety system;O;Diana;Routine check with no anomalies
HCK_EQ002;02/11/2025;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Bob;Pressure valve replaced
HCK_EQ002;02/11/2025;M;Steam pressure and temperature regulators;O;Bob;Water quality within acceptable range
HCK_EQ002;02/11/2025;N;Feedwater system;O;Diana;Safety valve adjusted
HCK_EQ002;02/11/2025;P;Combustion system;O;Bob;Feedwater pump maintenance completed
HCK_EQ003;02/11/2025;A;Safety devices against overpressure (safety valves);O;Bob;Leak detected and sealed
HCK_EQ003;02/11/2025;D;Valves;O;Bob;Feedwater pump maintenance completed
HCK_EQ003;02/11/2025;E;Feedwater regulation;O;Diana;Leak detected and sealed
HCK_EQ003;02/11/2025;F;Low-level limiter;O;Bob;Water quality within acceptable range
HCK_EQ003;02/11/2025;G;Steam pressure and temperature;O;Diana;Routine check with no anomalies
HCK_EQ003;02/11/2025;H;Pressure limiter;O;Bob;Pressure valve replaced
HCK_EQ003;02/11/2025;I;Temperature limiter;O;Alice;Minor corrosion detected on lower flange
HCK_EQ003;02/11/2025;J;Water quality devices;O;Alice;Feedwater pump maintenance completed
HCK_EQ003;02/11/2025;K;Safety system;O;Bob;Feedwater pump maintenance completed
HCK_EQ003;02/11/2025;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Diana;Feedwater pump maintenance completed
HCK_EQ003;02/11/2025;M;Steam pressure and temperature regulators;O;Alice;Routine check with no anomalies
HCK_EQ003;02/11/2025;N;Feedwater system;O;Alice;No issues found during inspection
HCK_EQ003;02/11/2025;P;Combustion system;O;Charlie;Water quality within acceptable range
HCK_EQ004;02/12/2025;A;Safety devices against overpressure (safety valves);O;Bob;Pressure valve replaced
HCK_EQ004;02/12/2025;D;Valves;O;Diana;Water quality within acceptable range
HCK_EQ004;02/12/2025;E;Feedwater regulation;O;Charlie;Minor corrosion detected on lower flange
HCK_EQ004;02/12/2025;F;Low-level limiter;O;Diana;Water quality within acceptable range
HCK_EQ004;02/12/2025;G;Steam pressure and temperature;O;Charlie;Pressure valve replaced
HCK_EQ004;02/12/2025;H;Pressure limiter;O;Charlie;Routine check with no anomalies
HCK_EQ004;02/12/2025;I;Temperature limiter;O;Bob;Calibration performed successfully
HCK_EQ004;02/12/2025;J;Water quality devices;O;Diana;No issues found during inspection
HCK_EQ004;02/12/2025;K;Safety system;O;Bob;Feedwater pump maintenance completed
HCK_EQ004;02/12/2025;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Charlie;Temperature sensor replaced
HCK_EQ004;02/12/2025;M;Steam pressure and temperature regulators;O;Alice;Water quality within acceptable range
HCK_EQ004;02/12/2025;N;Feedwater system;O;Alice;Safety valve adjusted
HCK_EQ004;02/12/2025;P;Combustion system;O;Charlie;Calibration performed successfully
HCK_EQ001;02/13/2025;A;Safety devices against overpressure (safety valves);O;Bob;Routine check with no anomalies
HCK_EQ001;02/13/2025;D;Valves;O;Bob;Pressure valve replaced
HCK_EQ001;02/13/2025;E;Feedwater regulation;O;Diana;Leak detected and sealed
HCK_EQ001;02/13/2025;F;Low-level limiter;O;Alice;Feedwater pump maintenance completed
HCK_EQ001;02/13/2025;G;Steam pressure and temperature;O;Diana;Feedwater pump maintenance completed
HCK_EQ001;02/13/2025;H;Pressure limiter;O;Alice;Leak detected and sealed
HCK_EQ001;02/13/2025;I;Temperature limiter;O;Bob;Routine check with no anomalies
HCK_EQ001;02/13/2025;J;Water quality devices;O;Charlie;Minor corrosion detected on lower flange
HCK_EQ001;02/13/2025;K;Safety system;O;Charlie;Pressure valve replaced
HCK_EQ001;02/13/2025;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Diana;Water quality within acceptable range
HCK_EQ001;02/13/2025;M;Steam pressure and temperature regulators;O;Charlie;Routine check with no anomalies
HCK_EQ001;02/13/2025;N;Feedwater system;O;Alice;No issues found during inspection
HCK_EQ001;02/13/2025;P;Combustion system;O;Charlie;Feedwater pump maintenance completed
HCK_EQ002;02/14/2025;A;Safety devices against overpressure (safety valves);O;Alice;Temperature sensor replaced
HCK_EQ002;02/14/2025;D;Valves;O;Alice;Water quality within acceptable range
HCK_EQ002;02/14/2025;E;Feedwater regulation;O;Alice;Feedwater pump maintenance completed
HCK_EQ002;02/14/2025;F;Low-level limiter;O;Alice;Feedwater pump maintenance completed
HCK_EQ002;02/14/2025;G;Steam pressure and temperature;O;Diana;Leak detected and sealed
HCK_EQ002;02/14/2025;H;Pressure limiter;O;Bob;Safety valve adjusted
HCK_EQ002;02/14/2025;I;Temperature limiter;O;Diana;Pressure valve replaced
HCK_EQ002;02/14/2025;J;Water quality devices;O;Diana;Water quality within acceptable range
HCK_EQ002;02/14/2025;K;Safety system;O;Diana;No issues found during inspection
HCK_EQ002;02/14/2025;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Alice;Temperature sensor replaced
HCK_EQ002;02/14/2025;M;Steam pressure and temperature regulators;O;Diana;Feedwater pump maintenance completed
HCK_EQ002;02/14/2025;N;Feedwater system;O;Alice;Calibration performed successfully
HCK_EQ002;02/14/2025;P;Combustion system;O;Bob;Minor corrosion detected on lower flange
HCK_EQ003;02/14/2025;A;Safety devices against overpressure (safety valves);O;Charlie;Safety valve adjusted
HCK_EQ003;02/14/2025;D;Valves;O;Charlie;Safety valve adjusted
HCK_EQ003;02/14/2025;E;Feedwater regulation;O;Alice;Feedwater pump maintenance completed
HCK_EQ003;02/14/2025;F;Low-level limiter;O;Alice;Safety valve adjusted
HCK_EQ003;02/14/2025;G;Steam pressure and temperature;O;Diana;Temperature sensor replaced
HCK_EQ003;02/14/2025;H;Pressure limiter;O;Charlie;Pressure valve replaced
HCK_EQ003;02/14/2025;I;Temperature limiter;O;Alice;Routine check with no anomalies
HCK_EQ003;02/14/2025;J;Water quality devices;O;Charlie;No issues found during inspection
HCK_EQ003;02/14/2025;K;Safety system;O;Bob;Water quality within acceptable range
HCK_EQ003;02/14/2025;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Charlie;Leak detected and sealed
HCK_EQ003;02/14/2025;M;Steam pressure and temperature regulators;O;Alice;No issues found during inspection
HCK_EQ003;02/14/2025;N;Feedwater system;O;Bob;Leak detected and sealed
HCK_EQ003;02/14/2025;P;Combustion system;O;Alice;Minor corrosion detected on lower flange
HCK_EQ004;02/15/2025;A;Safety devices against overpressure (safety valves);O;Charlie;Safety valve adjusted
HCK_EQ004;02/15/2025;D;Valves;O;Alice;Pressure valve replaced
HCK_EQ004;02/15/2025;E;Feedwater regulation;O;Alice;Pressure valve replaced
HCK_EQ004;02/15/2025;F;Low-level limiter;O;Diana;Water quality within acceptable range
HCK_EQ004;02/15/2025;G;Steam pressure and temperature;O;Diana;No issues found during inspection
HCK_EQ004;02/15/2025;H;Pressure limiter;O;Bob;Routine check with no anomalies
HCK_EQ004;02/15/2025;I;Temperature limiter;O;Alice;No issues found during inspection
HCK_EQ004;02/15/2025;J;Water quality devices;O;Alice;Safety valve adjusted
HCK_EQ004;02/15/2025;K;Safety system;O;Charlie;Water quality within acceptable range
HCK_EQ004;02/15/2025;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Bob;Water quality within acceptable range
HCK_EQ004;02/15/2025;M;Steam pressure and temperature regulators;O;Charlie;Routine check with no anomalies
HCK_EQ004;02/15/2025;N;Feedwater system;O;Charlie;Minor corrosion detected on lower flange
HCK_EQ004;02/15/2025;P;Combustion system;O;Charlie;Pressure valve replaced
HCK_EQ001;02/16/2025;A;Safety devices against overpressure (safety valves);O;Diana;Safety valve adjusted
HCK_EQ001;02/16/2025;D;Valves;O;Charlie;Calibration performed successfully
HCK_EQ001;02/16/2025;E;Feedwater regulation;O;Diana;Minor corrosion detected on lower flange
HCK_EQ001;02/16/2025;F;Low-level limiter;O;Bob;No issues found during inspection
HCK_EQ001;02/16/2025;G;Steam pressure and temperature;O;Alice;Temperature sensor replaced
HCK_EQ001;02/16/2025;H;Pressure limiter;O;Diana;Pressure valve replaced
HCK_EQ001;02/16/2025;I;Temperature limiter;O;Alice;Safety valve adjusted
HCK_EQ001;02/16/2025;J;Water quality devices;O;Diana;Feedwater pump maintenance completed
HCK_EQ001;02/16/2025;K;Safety system;O;Alice;No issues found during inspection
HCK_EQ001;02/16/2025;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Diana;Feedwater pump maintenance completed
HCK_EQ001;02/16/2025;M;Steam pressure and temperature regulators;O;Diana;Feedwater pump maintenance completed
HCK_EQ001;02/16/2025;N;Feedwater system;O;Bob;Minor corrosion detected on lower flange
